股票代码,股票名称,信号日,实际买入日,买入价,买点,MA5,MA10,MA20,MA60,20日动量,60日动量,换手率,入场评分,条件复核,买入原因,卖出日,卖出价,卖出原因,持仓日数,收益率,盈亏,盈亏金额
000636.SZ,风华高科,2026-06-11,2026-06-12,66.397,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,59.9809,59.1482,48.0734,30.8445,1.279334,1.963134,1582.807861,67.15,True,MA5>MA10>MA20>MA60；20日动量127.93%；当日评分67.15，评分排序最多持4只,2026-06-15,61.0852,8%固定止损,1,-0.081287,亏损,-30785.68
301013.SZ,利和兴,2026-06-11,2026-06-12,58.74,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,57.634,54.575,46.3125,31.4832,1.10249,1.491874,2532.712402,65.59,True,MA5>MA10>MA20>MA60；20日动量110.25%；当日评分65.59，评分排序最多持4只,2026-06-15,53.9,8%固定止损,1,-0.083681,亏损,-30988.74
301319.SZ,唯特偶,2026-06-11,2026-06-12,136.0,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,134.978,125.572,107.093,63.5096,0.909653,3.180345,752.956421,65.5,True,MA5>MA10>MA20>MA60；20日动量90.97%；当日评分65.50，评分排序最多持4只,2026-06-15,143.48,5.5%固定止盈,1,0.053524,盈利,19667.78
688549.SH,中巨芯-U,2026-06-11,2026-06-12,28.0,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,22.588,18.618,17.4995,12.5317,1.147963,2.078893,3012.353027,77.51,True,MA5>MA10>MA20>MA60；20日动量114.80%；当日评分77.51，评分排序最多持4只,2026-06-15,25.51,8%固定止损,1,-0.090203,亏损,-35131.65
002636.SZ,金安国纪,2026-06-12,2026-06-15,90.92,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,77.292,65.085,56.0219,44.1725,1.100254,1.819177,1164.92334,54.57,True,MA5>MA10>MA20>MA60；20日动量110.03%；当日评分54.57，评分排序最多持4只,2026-06-16,95.9206,5.5%固定止盈,1,0.053524,盈利,17531.32
003036.SZ,泰坦股份,2026-06-12,2026-06-15,80.79,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,79.88,76.426,65.8349,41.6817,0.919343,3.506511,587.224121,65.04,True,MA5>MA10>MA20>MA60；20日动量91.93%；当日评分65.04，评分排序最多持4只,2026-06-16,95.0,5.5%固定止盈,1,0.174243,盈利,63391.26
603773.SH,沃格光电,2026-06-12,2026-06-15,128.51,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,142.174,132.098,109.34,71.0167,0.730898,2.054118,2430.430664,57.28,True,MA5>MA10>MA20>MA60；20日动量73.09%；当日评分57.28，评分排序最多持4只,2026-06-16,137.0,5.5%固定止盈,1,0.064573,盈利,21590.79
688507.SH,索辰科技,2026-06-12,2026-06-15,239.868,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,231.6925,201.8069,184.0262,121.6424,1.303757,1.691514,2892.647461,69.64,True,MA5>MA10>MA20>MA60；20日动量130.38%；当日评分69.64，评分排序最多持4只,2026-06-16,253.0607,5.5%固定止盈,1,0.053524,盈利,19271.53
000636.SZ,风华高科,2026-06-15,2026-06-16,68.1343,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,61.7722,60.7528,51.4542,32.1724,1.20965,1.903125,1243.046265,58.55,True,MA5>MA10>MA20>MA60；20日动量120.96%；当日评分58.55，评分排序最多持4只,2026-06-17,71.8817,5.5%固定止盈,1,0.053524,盈利,20071.56
301013.SZ,利和兴,2026-06-15,2026-06-16,57.7,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,58.06,56.428,48.928,32.5067,1.056437,1.480851,2859.363281,63.7,True,MA5>MA10>MA20>MA60；20日动量105.64%；当日评分63.70，评分排序最多持4只,2026-06-17,60.8735,5.5%固定止盈,1,0.053524,盈利,21324.44
301217.SZ,铜冠铜箔,2026-06-15,2026-06-16,182.1,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,137.1,123.064,110.902,73.4748,0.953392,3.270013,498.05777,59.84,True,MA5>MA10>MA20>MA60；20日动量95.34%；当日评分59.84，评分排序最多持4只,2026-06-17,192.1155,5.5%固定止盈,1,0.053524,盈利,20482.45
301319.SZ,唯特偶,2026-06-15,2026-06-16,145.0,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,138.704,132.166,113.4942,67.2066,0.812094,4.006221,665.794373,65.06,True,MA5>MA10>MA20>MA60；20日动量81.21%；当日评分65.06，评分排序最多持4只,2026-06-17,152.975,5.5%固定止盈,1,0.053524,盈利,20969.33
003036.SZ,泰坦股份,2026-06-16,2026-06-17,97.32,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,86.308,81.325,71.0757,44.1928,1.351919,4.003064,640.222534,75.53,True,MA5>MA10>MA20>MA60；20日动量135.19%；当日评分75.53，评分排序最多持4只,2026-06-18,102.6726,5.5%固定止盈,1,0.053524,盈利,22414.2
301526.SZ,国际复材,2026-06-16,2026-06-17,37.1853,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,30.5699,26.6594,24.1099,17.6905,1.068449,2.277966,1513.608521,59.92,True,MA5>MA10>MA20>MA60；20日动量106.84%；当日评分59.92，评分排序最多持4只,2026-06-18,39.4943,5.5%固定止盈,1,0.060611,盈利,23681.81
603773.SH,沃格光电,2026-06-16,2026-06-17,155.68,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,142.51,137.282,116.8455,74.5323,1.135303,2.859698,1193.873901,64.33,True,MA5>MA10>MA20>MA60；20日动量113.53%；当日评分64.33，评分排序最多持4只,2026-06-18,171.11,5.5%固定止盈,1,0.097576,盈利,39523.26
688662.SH,富信科技,2026-06-16,2026-06-17,124.99,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,110.3297,89.3405,80.3496,61.3191,0.982441,1.987148,1927.875,58.79,True,MA5>MA10>MA20>MA60；20日动量98.24%；当日评分58.79，评分排序最多持4只,2026-06-18,134.0,5.5%固定止盈,1,0.070586,盈利,26486.13
301013.SZ,利和兴,2026-06-17,2026-06-18,63.0,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,58.592,58.223,51.8715,33.8165,0.79648,1.847428,3026.942139,61.63,True,MA5>MA10>MA20>MA60；20日动量79.65%；当日评分61.63，评分排序最多持4只,2026-06-22,68.0,5.5%固定止盈,1,0.077855,盈利,34848.93
301217.SZ,铜冠铜箔,2026-06-17,2026-06-18,179.3,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,159.96,137.947,120.119,78.16,1.064894,3.732743,623.17218,61.29,True,MA5>MA10>MA20>MA60；20日动量106.49%；当日评分61.29，评分排序最多持4只,2026-06-22,195.55,5.5%固定止盈,1,0.089104,盈利,38370.25
301319.SZ,唯特偶,2026-06-17,2026-06-18,163.0,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,145.216,140.621,120.443,71.4266,0.787824,4.70018,689.345825,63.85,True,MA5>MA10>MA20>MA60；20日动量78.78%；当日评分63.85，评分排序最多持4只,2026-06-22,171.965,5.5%固定止盈,1,0.053524,盈利,23572.42
688549.SH,中巨芯-U,2026-06-17,2026-06-18,33.4,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,29.154,24.469,19.759,13.8145,0.895089,2.574737,2019.650024,60.65,True,MA5>MA10>MA20>MA60；20日动量89.51%；当日评分60.65，评分排序最多持4只,2026-06-22,35.237,5.5%固定止盈,1,0.053524,盈利,23614.2
003036.SZ,泰坦股份,2026-06-18,2026-06-22,97.29,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,94.868,87.393,76.5905,46.9075,1.086075,3.871961,680.919617,55.55,True,MA5>MA10>MA20>MA60；20日动量108.61%；当日评分55.55，评分排序最多持4只,2026-06-24,89.0,8%固定止损,2,-0.086489,亏损,-38733.86
301526.SZ,国际复材,2026-06-18,2026-06-22,41.1837,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,36.4595,30.3,26.3356,18.6714,1.295901,2.734246,1296.600708,55.75,True,MA5>MA10>MA20>MA60；20日动量129.59%；当日评分55.75，评分排序最多持4只,2026-06-23,37.889,8%固定止损,1,-0.081287,亏损,-36515.49
603773.SH,沃格光电,2026-06-18,2026-06-22,172.7,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,149.792,146.243,125.448,78.7977,1.032831,3.465835,1509.518433,59.13,True,MA5>MA10>MA20>MA60；20日动量103.28%；当日评分59.13，评分排序最多持4只,2026-06-23,182.1985,5.5%固定止盈,1,0.053524,盈利,24975.19
920725.BJ,惠丰钻石,2026-06-18,2026-06-22,99.99,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,75.752,74.802,66.357,42.9017,1.780687,1.758117,2397.7771,66.39,True,MA5>MA10>MA20>MA60；20日动量178.07%；当日评分66.39，评分排序最多持4只,2026-06-23,115.64,5.5%固定止盈,1,0.154898,盈利,74395.49
300319.SZ,麦捷科技,2026-06-22,2026-06-23,30.7,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,25.202,23.576,20.0231,14.9281,1.249197,1.697891,3113.02832,57.02,True,MA5>MA10>MA20>MA60；20日动量124.92%；当日评分57.02，评分排序最多持4只,2026-06-24,32.3885,5.5%固定止盈,1,0.053524,盈利,26309.41
301319.SZ,唯特偶,2026-06-22,2026-06-23,187.0,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,162.68,150.518,129.5545,76.4457,1.084267,5.994778,495.747894,59.05,True,MA5>MA10>MA20>MA60；20日动量108.43%；当日评分59.05，评分排序最多持4只,2026-06-24,197.285,5.5%固定止盈,1,0.053524,盈利,26041.6
688549.SH,中巨芯-U,2026-06-22,2026-06-23,33.01,信号日收盘确认，下一交易日开盘买入（含5bps滑点）,32.116,28.238,21.642,14.6792,1.143558,3.011481,2200.674072,55.85,True,MA5>MA10>MA20>MA60；20日动量114.36%；当日评分55.85，评分排序最多持4只,2026-06-24,30.3692,8%固定止损,1,-0.081287,亏损,-39203.41
